ID_EQ_ESP;NOME;NOME_POPULAR;TIPO;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;REF_LOGRADOURO;GEOMETRIA;GESTOR_EQUIP_ESPORT;STATUS
1514;ACADEMIA PARQUE LINEAR JOSÉ CÂNDIDO DA SILVEIRA 2;ACADEMIA DA AVENIDA JOSÉ CÂNDIDO DA SILVEIRA 2;ACADEMIA A CÉU ABERTO;AVENIDA;JOSE CANDIDO DA SILVEIRA;;;HORTO FLORESTAL;PRÓXIMO AO SERPRO;POINT (613260.01 7800694.70);FPMZB-SMMA;ATIVO
1537;ACADEMIA PARQUE LINEAR JOSÉ CÂNDIDO DA SILVEIRA 1;ACADEMIA DA AVENIDA JOSÉ CÂNDIDO DA SILVEIRA 1;ACADEMIA A CÉU ABERTO;AVENIDA;JOSE CANDIDO DA SILVEIRA;;;SAGRADA FAMÍLIA;ENTRE RUAS JOAO GUALBERTO FILHO E SÃO LAZARO;POINT (612592.66 7799906.52);FPMZB-SMMA;ATIVO
1429;ACADEMIA PARQUE LINEAR JOSÉ CÂNDIDO DA SILVEIRA 3;ACADEMIA DA AVENIDA JOSÉ CÂNDIDO DA SILVEIRA 3;ACADEMIA A CÉU ABERTO;AVENIDA;JOSE CANDIDO DA SILVEIRA;;;PENHA;ESQUINA RUA CORONEL ALBERTO GOMES;POINT (614080.65 7801779.79);FPMZB-SMMA;ATIVO
1665;ACADEMIA DA AVENIDA RAUL MOURÃO GUIMARÃES;;ACADEMIA A CÉU ABERTO;AVENIDA;RAUL MOURAO GUIMARAES;;;HAVAÍ;ESQUINA RUA INÁCIO PARREIRA NEVES;POINT (607381.91 7791858.41);SMEL;ATIVO
1777;ACADEMIA DA RUA JUVENAL MELO SENRA;ACADEMIA DA PRAÇA DA LAGOA SECA;ACADEMIA A CÉU ABERTO;RUA;JUVENAL MELO SENRA;;;BELVEDERE;ESQUINA RUA ELZA BRANDÃO RODARTE;POINT (610461.56 7791199.26);SMEL;ATIVO
1698;ACADEMIA DO CAMPO DO INTERLAGOS FUTEBOL CLUBE;;ACADEMIA A CÉU ABERTO;RUA;DOIS MIL CENTO E TRINTA E CINCO;;;SOLAR DO BARREIRO;ESQUINA RUA NOSSA SENHORA APARECIDA;POINT (603322.83 7787029.11);SMEL;ATIVO
1674;ACADEMIA DA PRAÇA JOSE VERANO DA SILVA;;ACADEMIA A CÉU ABERTO;PRACA;JOSE VERANO DA SILVA;;;MIRAMAR;ENTRE ALAMEDA LOUZAK E AVENIDA OLINTO MEIRELES;POINT (603907.69 7788723.69);SMEL;ATIVO
1753;ACADEMIA DA PRAÇA FLORIANO PEIXOTO;;ACADEMIA A CÉU ABERTO;PRACA;FLORIANO PEIXOTO;;;SANTA EFIGÊNIA;ENTRE AVENIDA DO CONTORNO E RUA MANAUS;POINT (613072.25 7796639.66);SMEL;ATIVO
1360;ACADEMIA DA PRAÇA FABRÍCIO SOARES DA SILVA;;ACADEMIA A CÉU ABERTO;PRACA;FABRICIO SOARES DA SILVA;;;SERRA VERDE;RUA GUIDO LEÃO;POINT (609621.90 7810792.44);SMEL;ATIVO
1437;ACADEMIA DA PRAÇA MIGUEL ARCANJO PARREIRAS;;ACADEMIA A CÉU ABERTO;PRACA;MIGUEL ARCANJO PARREIRAS;;;SÃO MARCOS;ESQUINA RUA LAGO;POINT (614035.38 7802646.61);SMEL;ATIVO
2912;PISTA DE SKATE DO CEVAE COQUEIROS;;PISTA DE SKATE;RUA;BRAGANCA;;;COQUEIROS;ESQUINA RUA BRAGANÇA COM RUA ENEIDA;POINT (602302.32 7799541.67);SMEL;ATIVO
1440;ACADEMIA DA PRAÇA JOAQUIM FERNANDES;;ACADEMIA A CÉU ABERTO;PRACA;JOAQUIM FERNANDES;;;GOIÂNIA;ESQUINA RUAS AGÍLIO MONTEIRO E ODILON MELO FRANCO;POINT (615140.11 7803511.90);SMEL;ATIVO
1428;ACADEMIA DA PRAÇA BOLÍVIA MACHADO VIANA;;ACADEMIA A CÉU ABERTO;PRACA;BOLIVIA M VIANA;;;DOM JOAQUIM;ESQUINA RUA QUELUZITA;POINT (612640.18 7802300.85);SMEL;ATIVO
1689;ACADEMIA DA PRAÇA MARIETA PULQUÉRIA DE JESUS;;ACADEMIA A CÉU ABERTO;PRACA;MARIETA PULQUERIA DE JESUS;;;CDI JATOBÁ;ENTRE AVENIDAS SOLFERINA RICCI PACE E WALDYR SOEIRO EMRICH;POINT (600978.17 7788845.22);SMEL;ATIVO
1570;ACADEMIA DA PRAÇA DOM BOSCO;;ACADEMIA A CÉU ABERTO;PRACA;DOM BOSCO;;;GRAJAÚ;ESQUINA RUAS GENERAL ANDRADE NEVES E MARECHAL BITENCOURT;POINT (608507.99 7795169.24);SMEL;ATIVO
2462;ACADEMIA DA PRAÇA ROSEIRA;;ACADEMIA A CÉU ABERTO;PRACA;ROSEIRA;;;JATOBÁ;ESQUINA RUAS AGUAS DA PRATA E FERROVIARIA;POINT (599059.33 7789160.37);SMEL;ATIVO
1589;ACADEMIA DA PRAÇA NOSSA SENHORA DA PAZ;;ACADEMIA A CÉU ABERTO;PRACA;NOSSA SENHORA DA PAZ;;;PLANALTO;ESQUINA RUAS MOURA COSTA E PROFESSOR GENTIL SALES;POINT (609271.0 7807017.0);SMEL;ATIVO
1732;ACADEMIA DA PRAÇA ARCÂNGELO MALETTA;;ACADEMIA A CÉU ABERTO;PRACA;ARCANGELO MALETTA;;;SANTA LÚCIA;ESQUINA RUA TERRA;POINT (609709.0 7791786.0);SMEL;ATIVO
1486;ACADEMIA DA PRAÇA DAVID INÁCIO MAGALHÃES;ACADEMIA DA PRAÇA II DO CANAL;ACADEMIA A CÉU ABERTO;PRACA;DAVID INACIO MAGALHAES;;;CAIÇARA-ADELAIDE;ENTRE RUA ANTÔNIO PEIXOTO GUIMARÃES E CASTIGLIANO;POINT (607270.44 7798286.26);SMEL;ATIVO
1743;ACADEMIA DA PRAÇA CAJURI;;ACADEMIA A CÉU ABERTO;PRACA;CAJURI;;;SANTA INÊS;ESQUINA RUA CONCEIÇÃO DO PARÁ;POINT (614024.21 7801471.28);SMEL;ATIVO
1389;ACADEMIA DA RUA DO BATISMO;;ACADEMIA A CÉU ABERTO;RUA;DO BATISMO;;;JARDIM SÃO JOSÉ;ESQUINA RODOVIA ANEL RODOVIÁRIO CELSO MELLO AZEVEDO;POINT (605586.99 7798498.09);SMEL;ATIVO
3012;ACADEMIA DA AVENIDA MIGUEL PERRELA - IESLA;;ACADEMIA A CÉU ABERTO;AVENIDA;MIGUEL PERRELA;;;CASTELO;ESQUINA AVENIDA MIGUEL PERRELA COM RUA CASTELO DA BEIRA;POINT (605184.69 7801842.41);SMEL;ATIVO
1586;ACADEMIA DA PRAÇA GERALDO TORRES;;ACADEMIA A CÉU ABERTO;PRACA;GERALDO TORRES;;;PADRE EUSTÁQUIO;ESQUINA RUA PROGRESSO;POINT (607104.99 7797169.59);SMEL;ATIVO
1774;ACADEMIA DA PRAÇA GOVERNADOR ISRAEL PINHEIRO;ACADEMIA DA PRAÇA DO PAPA;ACADEMIA A CÉU ABERTO;PRACA;GOVERNADOR ISRAEL PINHEIRO;;;;ENTRE RUAS JUVENTINO DIAS E PROFESSOR LAIR RAMUSAT RENNO;POINT (613551.0 7792958.0);SMEL;ATIVO
1613;ACADEMIA DA PRAÇA ANTÔNIO DE CASTRO E SILVA;;ACADEMIA A CÉU ABERTO;PRACA;ANTONIO DE CASTRO E SILVA;;;BRAÚNAS;ESQUINA RUA LADISLAU AZEREDO COUTINHO;POINT (603927.16 7805302.75);SMEL;ATIVO
1705;ACADEMIA DA PRAÇA CRISTO REINA;PRAÇA DA PUC BARREIRO 1, PRAÇA CRISTO REINA;ACADEMIA A CÉU ABERTO;PRACA;CRISTO REINA;;;BARREIRO;ESQUINA AVENIDA AFONSO VAZ DE MELO E RUA AMÉRICO MAGALHÃES;POINT (602047.0 7790851.0);SMEL;ATIVO
1631;ACADEMIA DA PRAÇA GERALDA DAMATA PIMENTEL;;ACADEMIA A CÉU ABERTO;PRACA;GERALDA DAMATA PIMENTEL;;;BANDEIRANTES;ENTRE RUAS EXPEDICIONÁRIO CELSO RACIOPPI E VERSÍLIA;POINT (606585.64 7803439.12);SMEL;ATIVO
2181;ACADEMIA DA PRAÇA GERALDA DAMATA PIMENTEL (ACA INOX);;ACADEMIA A CÉU ABERTO;PRACA;GERALDA DAMATA PIMENTEL;;;BANDEIRANTES;ENTRE RUAS EXPEDICIONÁRIO CELSO RACIOPPI E VERSÍLIA;POINT (606596.55 7803466.52);SMEL;ATIVO
1695;ACADEMIA DA PRAÇA RAIMUNDO JOSE DE LANA;ACADEMIA DA PRAÇA CRUZEIRO;ACADEMIA A CÉU ABERTO;PRACA;RAIMUNDO JOSE DE LANA;;;VILA CEMIG;ESQUINA RUAS COLETIVO E MUNICIPAL;POINT (605402.39 7788509.61);SMEL;ATIVO
1523;ACADEMIA DA PRAÇA JOSÉ AUGUSTO DIAS COSTA;;ACADEMIA A CÉU ABERTO;PRACA;JOSE AUGUSTO DIAS COSTA;;;NOVA ESPERANÇA;ENTRE AVENIDA AMÉRICO VESPÚCIO E RUA FRANCISCO DE PAULA FERREIRA;POINT (608686.25 7799355.01);SMEL;ATIVO
1495;ACADEMIA DA AVENIDA AMINTAS JACQUES DE MORAES 2;;ACADEMIA A CÉU ABERTO;AVENIDA;AMINTAS JACQUES DE MORAES;;;NOVO GLÓRIA;ESQUINA RUA GUARARAPES;POINT (602896.56 7798497.50);SMEL;ATIVO
1475;ACADEMIA DA AVENIDA AMINTAS JACQUES DE MORAES 1;;ACADEMIA A CÉU ABERTO;AVENIDA;AMINTAS JACQUES DE MORAES;;;SÃO SALVADOR;ESQUINA AVENIDA BRIGADEIRO EDUARDO GOMES;POINT (603595.47 7799834.56);SMEL;ATIVO
1720;ACADEMIA DA PRAÇA CORONEL ASSIS DUARTE;;ACADEMIA A CÉU ABERTO;PRACA;CORONEL ASSIS DUARTE;;;SANTA INÊS;ESQUINA RUA MANTIQUEIRA;POINT (614231.03 7800481.79);SMEL;ATIVO
3192;ACADEMIA DO ITAIPU;;ACADEMIA A CÉU ABERTO;RUA;VINHEDO;;;ITAIPU;ESQUINA RUA VINHEDO COM RUA A;POINT (599269.95 7789234.75);SMEL;ATIVO
1364;ACADEMIA DA PRAÇA NELSON SANT'ANA DE JESUS;;ACADEMIA A CÉU ABERTO;PRACA;NELSON SANT'ANA DE JESUS;;;SANTA ROSA;AVENIDA BUENO SIQUEIRA ESQUINA COM RUA LAGOA FORMOSA;POINT (610568.0 7802909.0);SMEL;ATIVO
1592;ACADEMIA DA RUA JOAQUIM CARDOSO;;ACADEMIA A CÉU ABERTO;RUA;JOAQUIM CARDOSO;;;TUPI B;ESQUINA RUA OSWALDO GOELDI;POINT (613424.51 7806466.51);SMEL;ATIVO
1510;ACADEMIA DA PRAÇA GIORDANO BRUNO;;ACADEMIA A CÉU ABERTO;PRACA;GIORDANO BRUNO;;;PALMARES;ENTRE RUAS MANOEL SABINO NOGUEIRA E NELSON LEMOS DE CARVALHO;POINT (612101.70 7802559.92);SMEL;ATIVO
1772;ACADEMIA DO CAMPO BOLA DE OURO;;ACADEMIA A CÉU ABERTO;RUA;GLYCON TERRA PINTO;;;NOSSA SENHORA DO ROSÁRIO;ESQUINA RUA CORONEL JORGE DAVIS;POINT (613589.26 7795519.58);SMEL;ATIVO
1614;ACADEMIA DA PRAÇA MANOEL DE SOUZA BARROS;;ACADEMIA A CÉU ABERTO;PRACA;MANOEL DE SOUZA BARROS;;;CASTELO;ENTRE RUAS CASTELO DE LISBOA E CASTELO DE SINTRA;POINT (604665.64 7801889.86);SMEL;ATIVO
1529;ACADEMIA DA AVENIDA AMÉRICO VESPÚCIO;;ACADEMIA A CÉU ABERTO;AVENIDA;AMERICO VESPUCIO;;;NOVA CACHOEIRINHA;ESQUINA RUA MADUREIRA;POINT (609463.39 7800628.03);SMEL;ATIVO
1699;ACADEMIA DA PRAÇA AMADEO LORENZATO;;ACADEMIA A CÉU ABERTO;PRACA;AMADEO LORENZATO;;;PILAR;ESQUINA AVENIDA SIGMUND WEISS E RUA SÃO PEDRO DA ALDEIA;POINT (607733.59 7788094.35);SMEL;ATIVO
2752;QUADRA DA PRAÇA ALDEYDA FERREIRA DUARTE;;QUADRA POLIESPORTIVA;PRACA;ALDEYDA FERREIRA DUARTE;;;PROVIDÊNCIA;ENTRE RUAS AMERICO MARTINS DA COSTA E MADRE DOS ANJOS;POINT (612199.45 7803960.95);SMEL;ATIVO
1715;ACADEMIA DA RUA LIBERDADE;;ACADEMIA A CÉU ABERTO;RUA;LIBERDADE;;;JARDIM LIBERDADE;ESQUINA RUA BENÉZER;POINT (606468.19 7788520.82);SMEL;ATIVO
2321;QUADRA DA PRAÇA DA RUA LIBERDADE;;QUADRA RECREATIVA;RUA;LIBERDADE;;;JARDIM LIBERDADE;ESQUINA RUA CRISTIANO DE ALMEIDA;POINT (606461.41 7788489.33);SMEL;ATIVO
1609;ACADEMIA DA RUA FLOR DO ORIENTE;;ACADEMIA A CÉU ABERTO;RUA;FLOR DO ORIENTE;;;VILA ANTENA MONTANHÊS;ESQUINA RUA ENGENHO DO SOL;POINT (606231.95 7799646.70);SMEL;ATIVO
1492;ACADEMIA DO CAMPO VILA SÃO VICENTE;;ACADEMIA A CÉU ABERTO;RUA;HUMAITA;;;PADRE EUSTÁQUIO;ESQUINA RUA NOSSA SENHORA DE FÁTIMA;POINT (606397.63 7796956.07);SMEL;ATIVO
1738;ACADEMIA DA PISTA DE COOPER DA AVENIDA DOS ANDRADAS 1;;ACADEMIA A CÉU ABERTO;AVENIDA;DOS ANDRADAS;;;SANTA TEREZA;FRENTE A ESTAÇÃO DE METRO SANTA EFIGÊNIA;POINT (612911.19 7797055.15);SMEL;ATIVO
1740;ACADEMIA DA PISTA DE COOPER DA AVENIDA DOS ANDRADAS 2;;ACADEMIA A CÉU ABERTO;AVENIDA;DOS ANDRADAS;;;SANTA TEREZA;PRÓXIMO AO CENTRO DE INTERNAÇÃO PROVISÓRIA DOM BOSCO;POINT (614178.85 7797917.21);SMEL;ATIVO
1469;ACADEMIA DO PARQUE LINEAR VALE DO ARRUDAS 2;ACADEMIA DO RIVIERA;ACADEMIA A CÉU ABERTO;AVENIDA;DOS ANDRADAS;;;ALTO VERA CRUZ;ESQUINA RUA NOVA ITAMIRIM;POINT (616158.0 7798700.0);FPMZB-SMMA;ATIVO
1725;ACADEMIA DA PRAÇA PROFESSOR GODOI BETÔNICO;;ACADEMIA A CÉU ABERTO;PRACA;PROFESSOR GODOI BETONICO;;;CIDADE JARDIM;ESQUINA RUAS BERNARDO MASCARENHAS E TENENTE RENATO;POINT (610043.17 7795137.60);SMEL;ATIVO
1377;ACADEMIA DA PRAÇA ELBA;;ACADEMIA A CÉU ABERTO;PRACA;ELBA;;;EUROPA;ENTRE RUAS CRACÓVIA E MARECHAL FALCONIERE;POINT (608421.37 7810343.72);SMEL;ATIVO
1721;ACADEMIA DA BARRAGEM SANTA LÚCIA;;ACADEMIA A CÉU ABERTO;AVENIDA;ARTUR BERNARDES;;;SANTA LÚCIA;PRÓXIMO AO 22° BATALHÃO DA PMMG;POINT (610297.0 7793311.0);FPMZB-SMMA;ATIVO
1421;ACADEMIA DA PRAÇA DIVINA PASTORA;;ACADEMIA A CÉU ABERTO;PRACA;DIVINA PASTORA;;;SÃO GABRIEL;ESQUINA RUAS JANAINA E PEDRA GRANDE;POINT (614160.21 7804175.49);SMEL;ATIVO
1508;ACADEMIA DA PRAÇA GUIMARÃES ROSA;;ACADEMIA A CÉU ABERTO;PRACA;GUIMARAES ROSA;;;CIDADE NOVA;ESQUINA RUAS AFONSO PENA JÚNIOR E PAULO NUNES VIEIRA;POINT (612467.18 7800223.83);SMEL;ATIVO
1600;ACADEMIA DO ESTÁDIO ISAÍAS GHOLGUER;;ACADEMIA A CÉU ABERTO;RUA;GIL MORAES DE LEMOS;;;TUPI A;ENTRE RUAS ARI BARROSO E NELSON HUNGRIA;POINT (612825.48 7806279.10);SMEL;ATIVO
1254;CAMPO DO ORIENTE;MARROCOS;CAMPO DE FUTEBOL;RUA;RADIALISTA ROGERIO PACHECO;;;VILA DOS ANJOS;ESQUINA RUA RADIALISTA ROGERIO PACHECO E RUA SANTA VITORIA;POINT (605267.03 7808006.50);SMEL;ATIVO
1754;ACADEMIA DA PRAÇA CARLOS CHAGAS;;ACADEMIA A CÉU ABERTO;PRACA;CARLOS CHAGAS;;;SANTO AGOSTINHO;ESQUINA RUA MARTIM DE CARVALHO;POINT (609936.51 7795811.18);SMEL;ATIVO
1466;ACADEMIA DA RUA POMPÉIA;;ACADEMIA A CÉU ABERTO;RUA;POMPEIA;;;CONJUNTO TAQUARIL;ESQUINA COM RUA FRANCISCO SERRÃO;POINT (617282.05 7797923.21);SMEL;ATIVO
1519;ACADEMIA DA PRAÇA MÉXICO;;ACADEMIA A CÉU ABERTO;PRACA;MEXICO;;;CONCÓRDIA;ESQUINA RUA GUANABARA;POINT (611396.88 7799001.46);SMEL;ATIVO
1755;ACADEMIA DA PRAÇA DOUTOR IRIS VALADARES;;ACADEMIA A CÉU ABERTO;PRACA;DOUTOR IRIS VALADARES;;;BELVEDERE;ENTRE AVENIDA CELSO PORFÍRIO MACHADO E RUA CARMINE ZUPO;POINT (611443.28 7791775.33);SMEL;ATIVO
1548;ACADEMIA DA RUA HOMERO DE RENAULT BAETA;;ACADEMIA A CÉU ABERTO;RUA;HOMERO DE RENAULT BAETA;;;JARDIM GUANABARA;ESQUINA RUA PROFESSOR RUBENS GUELLI;POINT (611576.35 7807005.84);SMEL;ATIVO
1684;ACADEMIA DA PRAÇA AUGUSTO CÉSAR SANDINO;;ACADEMIA A CÉU ABERTO;PRACA;AUGUSTO CESAR SANDINO;;;MINEIRÃO;ENTRE RUAS FLOR DE MARACUJÁ E MAFALDA GUIMARÃES CORRIERI;POINT (601754.65 7785682.87);SMEL;ATIVO
1521;ACADEMIA DA AVENIDA BERNARDO DE VASCONCELOS 1;;ACADEMIA A CÉU ABERTO;AVENIDA;BERNARDO DE VASCONCELOS;;;CACHOEIRINHA;ESQUINA RUA SENHORA DA PAZ;POINT (610399.08 7800691.06);SMEL;ATIVO
1522;ACADEMIA DA AVENIDA BERNARDO DE VASCONCELOS 2;;ACADEMIA A CÉU ABERTO;AVENIDA;BERNARDO DE VASCONCELOS;;;SANTA CRUZ;ENTRE AVENIDA CLARA NUNES E RUA CACHOEIRINHA;POINT (611025.44 7801095.23);SMEL;ATIVO
1617;ACADEMIA DA RUA INÁCIO MURTA;;ACADEMIA A CÉU ABERTO;AVENIDA;PRESIDENTE;;;COPACABANA;ESQUINA AVENIDA PRESIDENTE;POINT (605933.18 7806034.13);SMEL;ATIVO
1768;ACADEMIA DO CENTRO CULTURAL VILA FÁTIMA;;ACADEMIA A CÉU ABERTO;RUA;SAO MIGUEL ARCANJO;;;NOSSA SENHORA DE FÁTIMA;ESQUINA RUA TIA ANASTÁCIA;POINT (614802.0 7795703.0);SMEL;ATIVO
1619;ACADEMIA DA RUA AUGUSTA ALVARENGA NIEZ;;ACADEMIA A CÉU ABERTO;TRAVESSA;TRES MIL E SESSENTA E UM;;;CANDELÁRIA;ENTRE RUAS AUGUSTA ALVARENGA NIEZ E DANTE GRASSI;POINT (607128.52 7808786.60);SMEL;ATIVO
1752;ACADEMIA DA PRAÇA ARQUITETO NEY WERNECK;;ACADEMIA A CÉU ABERTO;PRACA;ARQUITETO NEY WERNECK;;;BELVEDERE;ENTRE RUAS JORNALISTA DJALMA ANDRADE E MODESTO CARVALHO ARAÚJO;POINT (610776.0 7791493.0);SMEL;ATIVO
1441;ACADEMIA DA RUA MARIA ALEIXA DE ABREU;;ACADEMIA A CÉU ABERTO;PRACA;DOIS MIL SEISCENTOS E SETENTA E UM;;;GOIÂNIA;ESQUINA AVENIDA JOSEFINO GONÇALVES DA SILVA E RUA MARIA ALEIXA DE ABREU;POINT (614924.65 7801923.51);SMEL;ATIVO
1453;ACADEMIA DA PRAÇA BENEDICTO GOMES DA SILVA;;ACADEMIA A CÉU ABERTO;PRACA;BENEDICTO GOMES DA SILVA;;;ESPLANADA;ESQUINA AVENIDA DOS ANDRADAS E RUA CAMPINAS;POINT (614948.67 7798866.44);SMEL;ATIVO
1543;ACADEMIA DA PRAÇA JORGE ALVES;ACADEMIA DA AVENIDA SARAMENHA;ACADEMIA A CÉU ABERTO;PRACA;JORGE ALVES;;;GUARANI;ENTRE AVENIDA SARAMENHA E RUA JAGUARIBA;POINT (611991.0 7805587.0);SMEL;ATIVO
1407;ACADEMIA DA PRAÇA DIADEMA;;ACADEMIA A CÉU ABERTO;PRACA;DIADEMA;;;PIRATININGA;ESQUINA RUA BRODOSQUI;POINT (606134.90 7809387.74);SMEL;ATIVO
1566;ACADEMIA DA PRAÇA DA SAÚDE;;ACADEMIA A CÉU ABERTO;PRACA;DA SAUDE;;;GRAJAÚ;ESQUINA AVENIDA SILVA LOBO E RUA VIAMÃO;POINT (607909.43 7795093.37);SMEL;ATIVO
1484;ACADEMIA DA PRAÇA ÍRIS TEIXEIRA DE FREITAS;;ACADEMIA A CÉU ABERTO;PRACA;IRIS TEIXEIRA DE FREITAS;;;CAIÇARAS;ESQUINA RUAS DIMAS GONÇALVES DE MEDEIROS E RENATO NASCIMENTO;POINT (607974.63 7799998.64);SMEL;ATIVO
1504;ACADEMIA DA PRAÇA ALCIDES COCO;ACADEMIA DA PRAÇA ITAJÚ;ACADEMIA A CÉU ABERTO;PRACA;ALCIDES COCO;;;PINDORAMA;ENTRE RUAS ITAJU E MUQUIÇABA;POINT (602115.36 7798121.10);SMEL;ATIVO
1420;ACADEMIA DA PRAÇA DA IGREJA NOSSA SENHORA DA ROSA ;;ACADEMIA A CÉU ABERTO;PRACA;UM MIL QUATROCENTOS E OITENTA E TRES;;;CONJUNTO CAPITÃO EDUARDO;ENTRE RUA MARCO AURÉLIO PRATES E VIA DE PEDESTRE QUATRO MIL DUZENTOS E DEZESSETE;POINT (618600.20 7806883.83);SMEL;ATIVO
2682;QUADRA DO COMPLEXO DA BAIXADA 1;;QUADRA RECREATIVA;RUA;UNIAO;;;NOSSA SENHORA DA CONCEIÇÃO;ENTRE RUAS HERVAL E NOSSA SENHORA DAS DORES;POINT (613295.73 7795269.20);SMEL;ATIVO
2683;QUADRA DO COMPLEXO DA BAIXADA 2;;QUADRA RECREATIVA;RUA;UNIAO;;;NOSSA SENHORA DA CONCEIÇÃO;ENTRE RUAS HERVAL E NOSSA SENHORA DAS DORES;POINT (613284.71 7795272.46);SMEL;ATIVO
1426;ACADEMIA DA RUA SERRA DA MANTIQUEIRA;;ACADEMIA A CÉU ABERTO;RUA;SERRA DA MANTIQUEIRA;;;RIBEIRO DE ABREU;ESQUINA RUA SERRA GERAL;POINT (615140.73 7807719.62);SMEL;ATIVO
1359;ACADEMIA DA PRAÇA PASTOR OSCAR GUILHERME;;ACADEMIA A CÉU ABERTO;PRACA;PASTOR OSCAR GUILHERME;;;SÃO JOÃO BATISTA;ESQUINA RUAS MARIANA AMELIA DE AZEVEDO E SEVERINO NATIVIDADE LARA;POINT (608580.90 7808080.15);SMEL;ATIVO
1382;ACADEMIA DA PRAÇA ALFREDO ALVES MARTINS;;ACADEMIA A CÉU ABERTO;PRACA;ALFREDO ALVES MARTINS;;;LETÍCIA;;POINT (606767.20 7809467.58);SMEL;ATIVO
1657;ACADEMIA DA PRAÇA REPÚBLICA ÁRABE DA SÍRIA;;ACADEMIA A CÉU ABERTO;PRACA;REPUBLICA ARABE DA SIRIA;;;CÉU AZUL;ESQUINA RUAS RADIALISTA SHEILA JORDANI E TITOLÍVIO DE OLIVEIRA DUQUE;POINT (604846.02 7806867.91);SMEL;ATIVO
1458;ACADEMIA DA PRAÇA ESTEVÃO LUNARDI;;ACADEMIA A CÉU ABERTO;PRACA;ESTEVAO LUNARDI;;;HORTO;ESQUINA AVENIDA SILVIANO BRANDÃO E RUA MÁRIO DE ANDRADE GOMES;POINT (613208.33 7797974.04);SMEL;ATIVO
1365;ACADEMIA DA PRAÇA LUIZ BENEDITO BERTUCCI;;ACADEMIA A CÉU ABERTO;PRACA;LUIZ BENEDITO BERTUCCI;;;SANTA ROSA;ENTRE RUAS OSWALDO CRIVELLARI E QUINTINO BOCAIÚVA;POINT (610553.00 7803174.48);SMEL;ATIVO
1733;ACADEMIA DA PRAÇA PROFESSOR ALBERTO MAZONI;;ACADEMIA A CÉU ABERTO;PRACA;PROFESSOR ALBERTO MAZONI;;;COLÉGIO BATISTA;ENTRE RUAS ARAXÁ E PONTE NOVA;POINT (611299.72 7798263.95);SMEL;ATIVO
1702;ACADEMIA DA RUA SOLANGE BERNARDES DECLIE;PRAÇA DO CONDOMÍNIO DIAMANTE NEGRO;ACADEMIA A CÉU ABERTO;RUA;SOLANGE BERNARDES DECLIE;;;DIAMANTE;ESQUINA RUA SINÉZIO MOREIRA;POINT (602459.0 7788980.0);SMEL;ATIVO
1639;ACADEMIA DA ASSOCIAÇÃO ATLÉTICA GRAJAÚ;;ACADEMIA A CÉU ABERTO;RUA;CESAR LEAO;;;SÃO JORGE II;ESQUINA RUA EDUARDO PRADO;POINT (608842.26 7794635.59);SMEL;ATIVO
2561;ACADEMIA DA PRAÇA DIMAS PERRIN;;ACADEMIA A CÉU ABERTO;PRACA;DIMAS PERRIN;;;;AVENIDA JOSE DE PATROCINIO PONTES ESQUINA COM RUA PROFESSOR LOURENCO MENICUCCI SOBRINHO;POINT (614044.27 7792950.87);SMEL;ATIVO
1618;ACADEMIA DA PRAÇA SANTA AMÉLIA;;ACADEMIA A CÉU ABERTO;PRACA;SANTA AMELIA;;;SANTA AMÉLIA;ESQUINA RUA JOAQUIM GONÇALVES BRAGA;POINT (607418.36 7805991.67);SMEL;ATIVO
1463;ACADEMIA DA PRAÇA ERNESTO CHÊ GUEVARA;;ACADEMIA A CÉU ABERTO;PRACA;ERNESTO CHE GUEVARA;;;CONJUNTO TAQUARIL;ENTRE RUAS ALAIR PEREIRA DA SILVA E ANTÃO GONÇALVES;POINT (617103.90 7796947.56);SMEL;ATIVO
1443;ACADEMIA DA RUA BELÉM 2;;ACADEMIA A CÉU ABERTO;RUA;BELEM;;;POMPÉIA;ESQUINA RUA ENGENHO NOVO;POINT (614810.32 7797499.90);SMEL;ATIVO
1450;ACADEMIA DA RUA BELÉM 1;;ACADEMIA A CÉU ABERTO;RUA;BELEM;;;JONAS VEIGA;ESQUINA RUA JURAMENTO;POINT (614900.97 7797196.25);SMEL;ATIVO
1578;ACADEMIA DA PRAÇA SANTO AGOSTINHO;;ACADEMIA A CÉU ABERTO;PRACA;SANTO AGOSTINHO;;;JAQUELINE;ESQUINA RUAS AGENOR DE PAULA ESTRELA E JOSÉ BENEDITO;POINT (611861.0 7810583.0);SMEL;ATIVO
2952;CAMPO DO SUZANA;;CAMPO DE FUTEBOL;RUA;DOS ESPORTES;;;VILA SUZANA I;ENTRE RUA DOS ESPORTES E LUCIO BITTENCOURT;POINT (611630.08 7803396.12);SMEL;ATIVO
1707;ACADEMIA DA PRAÇA MIGUEL CÂNDIDO DA ROCHA;;ACADEMIA A CÉU ABERTO;PRACA;MIGUEL CANDIDO DA ROCHA;;;ÁTILA DE PAIVA;ESQUINA RUAS FLORINDA ROSALINA OLIVEIRA E MARCELO BERNUCCI SYDNEY;POINT (601655.75 7790633.47);SMEL;ATIVO
1563;ACADEMIA DA PRAÇA APA;;ACADEMIA A CÉU ABERTO;PRACA;APA;;;JARDIM AMÉRICA;ESQUINA RUA GARRET;POINT (607453.13 7794311.58);SMEL;ATIVO
